participant_id,trial_index,answer_A,answer_B,answer_C,answer_D,selected_label,is_correct,rel_range,preference_strength,dominant_metric_area,dominant_metric_label,is_uniform,pref_group,mismatch_flag,uniform_rel_range,preference_metric
l10_338,3,932.0,1186.0,375.1666666666667,618.6,B,0,1.0422803766349233,0.3265026298030058,answer_B,B,False,matching,False,0.1,mean_dwell_time
l10_338,4,1036.5,1481.5,2474.5,1404.5,D,0,0.8991714866343599,0.6209160544005002,answer_C,C,False,mismatch,True,0.1,mean_dwell_time
l10_338,5,64.6,97.57142857142856,84.6,85.75,B,0,0.39662320366034404,0.1422035099778745,answer_B,B,False,matching,False,0.1,mean_dwell_time
l10_338,6,200.2,241.3333333333333,285.75,65.8,B,0,1.1093411789429442,0.22402017442471392,answer_C,C,False,mismatch,True,0.1,mean_dwell_time
l10_338,7,125.16666666666669,106.92307692307692,96.25,144.4,A,1,0.4074123291126196,0.16273929657181121,answer_D,D,False,mismatch,True,0.1,mean_dwell_time
l10_338,8,78.33333333333333,80.81818181818181,351.875,119.625,C,0,1.73497825721356,1.473079787617423,answer_C,C,False,matching,False,0.1,mean_dwell_time
l10_338,10,234.0,78.0,59.5,143.25,A,1,1.3559980573093735,0.7051966974259349,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,11,309.1666666666667,137.6,53.0,117.0,A,1,1.6613522131546237,1.1126844295519647,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,12,240.0,109.64285714285714,68.16666666666667,86.0,A,1,1.3642722117202268,1.0349716446124764,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,13,1356.0,184.0,271.5,220.0,A,1,2.30765444253015,2.1353679547132662,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,14,213.0,70.0,98.5,64.0,A,1,1.3378226711560044,1.0280583613916947,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,15,183.66666666666663,155.8,63.285714285714285,109.23076923076924,A,1,0.9405071423767665,0.21771549830652012,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,16,124.5,80.66666666666667,200.22222222222223,86.83333333333333,C,0,0.9715575620767495,0.6153498871331828,answer_C,C,False,matching,False,0.1,mean_dwell_time
l10_338,17,546.6,268.8888888888889,420.54545454545456,128.58333333333334,C,0,1.2253004597062187,0.3694941010968773,answer_A,A,False,mismatch,True,0.1,mean_dwell_time
l10_338,18,178.11111111111111,159.57142857142858,124.85714285714286,110.71428571428572,A,1,0.47027550879136093,0.1293645299736951,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,19,397.75,96.0,91.75,113.42857142857144,A,1,1.7512519161982627,1.6271844660194172,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,20,840.3333333333334,402.4,175.5,87.5,A,1,1.9999114495705306,1.1633755423713807,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,21,155.8,54.0,101.85714285714286,57.0,A,1,1.1045493296132685,0.5852902425792452,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,22,204.2,235.5,27.0,181.0,A,1,1.287633163501621,0.1932993669908909,answer_B,B,False,mismatch,True,0.1,mean_dwell_time
l10_338,23,125.4,88.0,117.66666666666669,92.25,A,1,0.3533997401472499,0.07307374306075029,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,24,51.0,99.85714285714286,59.375,132.0,B,0,0.9467258022436733,0.37568484216018777,answer_D,D,False,mismatch,True,0.1,mean_dwell_time
l10_338,26,111.2,369.5,74.5,179.0,B,0,1.6071915009534186,1.037864342141106,answer_B,B,False,matching,False,0.1,mean_dwell_time
l10_338,27,632.5,309.0,153.5,136.5,A,1,1.611043442955745,1.0507511165245635,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,28,79.23529411764706,225.26666666666668,145.28571428571428,124.08333333333331,A,1,1.01786896644465,0.5574838331943442,answer_B,B,False,mismatch,True,0.1,mean_dwell_time
l10_338,29,296.44444444444446,318.3,91.88888888888889,80.63636363636364,A,1,1.2075335162952898,0.11104482054716658,answer_B,B,False,mismatch,True,0.1,mean_dwell_time
l10_338,30,286.1666666666667,244.66666666666663,89.81818181818181,172.0,A,1,0.9908439262161907,0.20942368345598808,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,31,286.0,92.71428571428572,266.1428571428572,97.44444444444444,A,1,1.0415481663637334,0.10700310060942969,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,32,155.0,113.6,239.16666666666663,69.25,C,0,1.1778978076889746,0.583460905230929,answer_C,C,False,matching,False,0.1,mean_dwell_time
l10_338,33,192.66666666666663,84.83333333333333,78.55555555555556,0.0,A,1,2.1644562334217508,1.211421438601966,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,34,362.5,144.33333333333334,83.875,118.16666666666669,A,1,1.5722094868629872,1.2310586022453418,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,35,448.5,270.2,211.0,110.5,A,1,1.2997500480676791,0.6856373774274178,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,36,96.16666666666669,57.6,74.8,81.33333333333333,A,1,0.4977949876304187,0.19145961062708433,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,37,468.5,85.66666666666667,277.0,224.0,A,1,1.4512715210867162,0.7259516664034119,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,38,254.8571428571429,82.83333333333333,165.58333333333334,122.66666666666669,A,1,1.0992981989007022,0.5704939234295062,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,39,329.5,214.5,124.5,125.16666666666669,A,1,1.0331793364132715,0.5795884082318353,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,40,342.25,277.5,140.16666666666666,366.3333333333333,A,1,0.8032556418793932,0.08553459119496849,answer_D,D,False,mismatch,True,0.1,mean_dwell_time
l10_338,41,152.8,90.41666666666669,57.75,80.5,A,1,0.9966794826983573,0.654141908423628,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,42,440.5,29.444444444444443,0.0,79.5,A,1,3.206875631951466,2.6281092012133467,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,43,313.5,0.0,0.0,0.0,A,1,4.0,4.0,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,44,507.0,81.0,0.0,53.0,A,1,3.1638065522620904,2.658346333853354,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,45,60.3,202.1428571428572,88.77777777777777,116.75,B,0,1.2124081859701554,0.7298992780377284,answer_B,B,False,matching,False,0.1,mean_dwell_time
l10_338,46,65.0,81.0,65.33333333333333,108.16666666666669,A,1,0.5404277516953576,0.34011476264997414,answer_D,D,False,mismatch,True,0.1,mean_dwell_time
l10_338,48,345.0,116.71428571428572,112.25,252.7,A,1,1.1262129211201644,0.44661418955699755,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,49,199.63636363636363,63.53333333333333,80.25,82.5,A,1,1.2782036733343531,1.100079329223392,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,50,397.6,277.1428571428572,141.42857142857142,219.6,A,1,0.9892971422266357,0.46518812755158306,answer_A,A,False,matching,False,0.1,mean_dwell_time
l10_338,51,821.0,587.0,366.3333333333333,373.3333333333333,B,0,0.8468104920068292,0.435821822132547,answer_A,A,False,mismatch,True,0.1,mean_dwell_time
l10_338,52,229.6,231.5,122.75,290.3333333333333,A,1,0.76681092829498,0.269203637680883,answer_D,D,False,mismatch,True,0.1,mean_dwell_time
