index,dominance_score
0,0.5185185185185185
1,0.7592592592592593
2,0.5740740740740741
3,0.2037037037037037
4,0.7592592592592593
5,0.46296296296296297
6,0.5740740740740741
7,0.48148148148148145
8,0.5925925925925926
9,0.2962962962962963
10,0.46296296296296297
11,0.4444444444444444
12,0.35185185185185186
13,0.5555555555555556
14,0.3148148148148148
15,0.2962962962962963
16,0.5370370370370371
17,0.6666666666666666
18,0.5740740740740741
19,0.3333333333333333
20,0.7777777777777778
21,0.7037037037037037
22,0.37037037037037035
23,0.37037037037037035
24,0.5740740740740741
25,0.5555555555555556
26,0.8148148148148148
27,0.5555555555555556
28,0.4074074074074074
29,0.35185185185185186
30,0.8888888888888888
31,0.7592592592592593
32,0.6666666666666666
33,0.35185185185185186
34,0.6851851851851852
35,0.6296296296296297
36,0.2962962962962963
37,0.2777777777777778
38,0.7407407407407407
39,0.25925925925925924
40,0.6111111111111112
41,0.6851851851851852
42,0.7407407407407407
43,0.7962962962962963
44,0.7592592592592593
45,0.25925925925925924
46,0.4444444444444444
47,0.48148148148148145
48,0.6111111111111112
49,0.8333333333333334
50,0.6666666666666666
51,0.24074074074074073
52,0.7407407407407407
53,0.5555555555555556
54,0.5
55,0.8518518518518519
56,0.5
57,0.46296296296296297
58,0.8518518518518519
59,0.5555555555555556
60,0.4074074074074074
61,0.6111111111111112
62,0.3584905660377358
63,0.6111111111111112
64,0.48148148148148145
65,0.48148148148148145
66,0.7037037037037037
67,0.8518518518518519
68,0.6111111111111112
69,0.2777777777777778
70,0.5555555555555556
71,0.7037037037037037
72,0.7222222222222222
73,0.3888888888888889
74,0.4074074074074074
75,0.5740740740740741
76,0.24074074074074073
77,0.3148148148148148
78,0.6666666666666666
79,0.2962962962962963
80,0.3888888888888889
81,0.35185185185185186
82,0.37037037037037035
83,0.4444444444444444
84,0.7592592592592593
85,0.3333333333333333
86,0.6666666666666666
87,0.6481481481481481
88,0.5925925925925926
89,0.5370370370370371
90,0.48148148148148145
91,0.5740740740740741
92,0.5370370370370371
93,0.3148148148148148
94,0.5555555555555556
95,0.7777777777777778
96,0.1111111111111111
97,0.48148148148148145
98,0.8518518518518519
99,0.5370370370370371
100,0.3888888888888889
101,0.5555555555555556
102,0.25925925925925924
103,0.8518518518518519
104,0.42592592592592593
105,0.5
106,0.4444444444444444
107,0.8148148148148148
108,0.4074074074074074
109,0.5555555555555556
110,0.8888888888888888
111,0.8333333333333334
112,0.5555555555555556
113,0.6851851851851852
114,0.3888888888888889
115,0.3148148148148148
116,0.3888888888888889
117,0.5
118,0.2037037037037037
119,0.8148148148148148
120,0.6296296296296297
121,0.7037037037037037
122,0.6666666666666666
123,0.6851851851851852
124,0.48148148148148145
125,0.2962962962962963
126,0.3148148148148148
127,0.2037037037037037
128,0.7037037037037037
129,0.2777777777777778
130,0.6111111111111112
131,0.6111111111111112
132,0.3333333333333333
133,0.4074074074074074
134,0.46296296296296297
135,0.5185185185185185
136,0.35185185185185186
137,0.5
138,0.6111111111111112
139,0.5925925925925926
140,0.46296296296296297
141,0.7407407407407407
142,0.4716981132075472
143,0.7407407407407407
144,0.7962962962962963
145,0.3333333333333333
146,0.5555555555555556
147,0.5740740740740741
148,0.2962962962962963
149,0.6851851851851852
150,0.4444444444444444
151,0.7592592592592593
152,0.7592592592592593
153,0.7222222222222222
154,0.3333333333333333
155,0.6666666666666666
156,0.7592592592592593
157,0.5740740740740741
158,0.7592592592592593
159,0.5555555555555556
160,0.5555555555555556
161,0.5370370370370371
162,0.6851851851851852
163,0.6296296296296297
164,0.5740740740740741
165,0.6226415094339622
166,0.6481481481481481
167,0.5740740740740741
168,0.37037037037037035
169,0.5370370370370371
170,0.5925925925925926
171,0.6111111111111112
172,0.6666666666666666
173,0.2037037037037037
174,0.7777777777777778
175,0.5
176,0.7037037037037037
177,0.5370370370370371
178,0.4444444444444444
179,0.46296296296296297
